TRAIN_TT,TRAIN_CO,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE
196,169,155,218,150,85,3
205,200,55,218,180,110,3
159,150,61,176,234,88,2
205,150,69,184,144,88,2
174,150,69,184,234,143,2
174,167,69,189,144,143,2
159,167,69,189,234,110,2
159,200,61,225,180,88,3
159,167,55,198,180,143,2
174,200,69,274,180,143,3
106,119,41,142,90,48,2
106,119,37,167,117,78,2
106,107,34,155,117,60,2
85,107,34,155,72,78,3
92,119,34,147,117,48,2
92,107,37,130,72,60,3
92,143,34,155,72,48,3
106,143,37,167,72,78,3
92,119,37,167,90,60,2
216,170,130,167,140,80,3
171,128,133,136,182,64,2
216,128,137,142,112,64,3
186,128,137,142,182,104,2
186,142,137,147,112,104,3
171,142,137,147,182,80,3
171,170,133,169,140,64,3
171,142,130,153,140,104,3
186,170,137,184,140,104,3
193,176,64,194,170,84,2
193,176,56,245,221,136,2
193,158,50,225,221,105,2
150,158,50,225,136,136,2
164,176,50,210,221,84,2
164,158,56,181,136,105,2
164,211,50,225,136,84,2
193,211,56,237,136,136,2
164,176,56,245,170,105,2
250,210,111,225,200,112,3
250,210,103,274,260,182,2
250,189,97,254,260,140,2
191,189,97,254,160,182,3
211,210,97,237,260,112,2
211,189,103,210,160,140,3
211,252,97,266,160,112,3
250,252,103,274,160,182,3
211,210,103,274,200,140,2
106,119,41,142,90,40,3
106,119,37,167,117,65,2
106,107,34,155,117,50,3
85,107,34,155,72,65,3
92,119,34,147,117,40,3
92,107,37,130,72,50,2
92,143,34,155,72,40,3
106,143,37,167,72,65,3
92,119,37,167,90,50,3
234,184,99,210,160,72,3
234,184,91,254,208,117,2
234,166,85,237,208,90,2
175,166,85,237,128,117,3
195,184,85,218,208,72,2
195,166,91,194,128,90,3
195,221,85,237,128,72,3
234,221,91,254,128,117,3
195,184,91,254,160,90,3
133,170,84,181,130,50,2
121,170,81,169,130,65,2
156,170,88,210,130,40,2
121,142,84,181,80,40,3
156,128,84,147,100,65,2
133,128,81,169,100,40,2
121,170,88,210,80,50,3
121,128,88,153,100,50,2
156,142,81,162,80,50,3
118,156,63,176,156,70,3
107,156,60,167,156,91,2
140,156,67,198,156,56,3
107,130,63,176,96,56,3
140,117,63,136,120,91,2
118,117,60,162,120,56,3
107,156,67,198,96,70,3
107,117,67,142,120,70,2
140,130,60,153,96,70,3
406,329,226,337,250,140,3
307,247,232,274,325,112,2
406,247,240,281,200,112,3
340,247,240,281,325,182,2
340,274,240,293,200,182,2
307,274,240,293,325,140,2
307,329,232,349,250,112,3
307,274,226,301,250,182,3
340,329,240,393,250,182,3
182,155,124,167,130,76,2
182,155,120,194,169,123,2
182,139,117,181,169,95,3
153,139,117,181,104,123,3
163,155,117,176,169,76,3
163,139,120,155,104,95,2
163,186,117,189,104,76,3
182,186,120,198,104,123,3
163,155,120,194,130,95,3
236,23,63,23,190,115,2
182,17,71,23,247,92,2
236,17,81,25,152,92,3
200,17,81,25,247,149,3
200,19,81,23,152,149,2
182,19,81,23,247,115,2
182,23,71,25,190,92,3
182,19,63,25,190,149,3
200,23,81,31,190,149,3
205,23,55,23,180,90,2
159,17,61,23,234,72,2
205,17,69,25,144,72,2
174,17,69,25,234,117,2
174,19,69,23,144,117,2
159,19,69,23,234,90,2
159,23,61,25,180,72,2
159,19,55,25,180,117,2
174,23,69,31,180,117,2
128,13,57,16,100,64,1
128,13,53,21,130,104,1
128,12,50,21,130,80,1
98,12,50,21,80,104,1
108,13,50,17,130,64,1
108,12,53,16,80,80,1
108,16,50,16,80,64,1
128,16,53,17,80,104,1
108,13,53,21,100,80,1
131,40,60,45,110,48,2
131,40,56,53,143,78,2
131,36,53,49,143,60,2
101,36,53,49,88,78,2
111,40,53,48,143,48,2
111,36,56,42,88,60,2
111,48,53,50,88,48,2
131,48,56,53,88,78,2
111,40,56,53,110,60,2
199,52,112,53,100,55,3
155,39,115,45,130,44,3
199,39,119,46,80,44,3
170,39,119,46,130,71,3
170,43,119,48,80,71,3
155,43,119,48,130,55,3
155,52,115,56,100,44,3
155,43,112,49,100,71,3
170,52,119,64,100,71,3
205,74,97,82,260,105,2
185,74,91,78,260,136,2
244,74,105,94,260,84,2
185,62,97,82,160,84,2
244,56,97,64,200,136,2
205,56,91,74,200,84,2
185,74,105,94,160,105,2
185,56,105,66,200,105,2
244,62,91,72,160,105,2
114,50,59,54,130,50,2
104,50,56,52,130,65,2
135,50,63,62,130,40,3
104,42,59,53,80,40,1
135,38,59,43,100,65,2
114,38,56,50,100,40,3
104,50,63,62,80,50,2
104,38,63,45,100,50,1
135,42,56,48,80,50,2
135,46,56,49,90,45,2
104,34,59,40,117,36,2
135,34,63,42,72,36,3
114,34,63,42,117,58,2
114,38,63,43,72,58,2
104,38,63,43,117,45,2
104,46,59,50,90,36,3
104,38,56,45,90,58,2
114,46,63,57,90,58,2
191,64,83,72,221,90,2
173,64,77,70,221,117,2
227,64,91,82,221,72,3
173,53,83,72,136,72,2
227,48,83,56,170,117,2
191,48,77,66,170,72,2
173,64,91,82,136,90,3
173,48,91,58,170,90,2
227,53,77,64,136,90,2
149,38,73,42,90,44,3
149,38,69,48,117,71,3
149,34,66,43,117,55,1
112,34,66,43,72,71,1
124,38,66,43,117,44,1
124,34,69,38,72,55,2
124,46,66,46,72,44,2
149,46,69,48,72,71,2
124,38,69,48,90,55,3
195,59,119,64,182,90,2
180,59,114,62,182,117,2
225,59,125,72,182,72,3
180,49,119,62,112,72,3
225,44,119,49,140,117,2
195,44,114,57,140,72,2
180,59,125,72,112,90,3
180,44,125,52,140,90,2
225,49,114,54,112,90,2
236,79,128,88,312,155,2
212,79,122,82,312,201,2
283,79,136,99,312,124,2
212,66,128,86,192,124,2
283,59,128,66,240,201,2
236,59,122,80,240,124,2
212,79,136,99,192,155,2
212,59,136,72,240,155,2
283,66,122,78,192,155,2
220,60,139,62,140,95,2
167,45,142,50,182,76,2
220,45,146,52,112,76,2
185,45,146,52,182,123,2
185,50,146,54,112,123,2
167,50,146,54,182,95,2
167,60,142,64,140,76,2
167,50,139,56,140,123,2
185,60,146,72,140,123,2
336,72,109,82,320,136,3
336,72,95,105,416,221,2
336,65,84,97,416,170,1
257,65,84,97,256,221,3
283,72,84,88,416,136,2
283,65,95,78,256,170,3
283,86,84,97,256,136,2
336,86,95,102,256,221,1
283,72,95,105,320,170,1
116,46,61,52,117,55,2
104,46,58,49,117,71,2
139,46,65,58,117,44,2
104,38,61,52,72,44,3
139,34,61,40,90,71,2
116,34,58,48,90,44,2
104,46,65,58,72,55,3
104,34,65,43,90,55,2
139,38,58,46,72,55,2
391,57,277,62,160,64,3
391,57,273,70,208,104,2
391,51,270,64,208,80,2
297,51,270,64,128,104,3
328,57,270,64,208,64,2
328,51,273,57,128,80,3
328,68,270,70,128,64,3
391,68,273,72,128,104,3
328,57,273,70,160,80,3
248,67,94,72,180,105,2
188,50,100,57,234,84,2
248,50,108,62,144,84,2
208,50,108,62,234,136,2
208,56,108,64,144,136,2
188,56,108,64,234,105,2
188,67,100,74,180,84,2
188,56,94,66,180,136,2
208,67,108,88,180,136,2
179,50,112,54,160,64,1
179,50,108,62,208,104,1
179,45,105,57,208,80,1
137,45,105,57,128,104,1
151,50,105,56,208,64,1
151,45,108,50,128,80,1
151,60,105,62,128,64,1
179,60,108,64,128,104,1
151,50,108,62,160,80,1
208,62,125,72,169,80,2
190,62,119,70,169,104,2
244,62,133,82,169,64,2
190,52,125,72,104,64,3
244,47,125,56,130,104,2
208,47,119,66,130,64,2
190,62,133,82,104,80,3
190,47,133,58,130,80,2
244,52,119,64,104,80,3
164,43,89,48,110,52,2
164,43,85,54,143,84,2
164,39,82,52,143,65,2
128,39,82,52,88,84,2
140,43,82,49,143,52,2
140,39,85,43,88,65,2
140,52,82,53,88,52,3
164,52,85,56,88,84,2
140,43,85,54,110,65,2
409,72,226,80,240,108,2
409,72,216,97,312,175,2
409,65,208,88,312,135,2
313,65,208,88,192,175,3
345,72,208,86,312,108,2
345,65,216,74,192,135,3
345,86,208,94,192,108,3
409,86,216,99,192,175,3
345,72,216,97,240,135,2
200,55,145,62,143,75,3
184,55,142,57,143,97,1
233,55,149,66,143,60,3
184,46,145,58,88,60,3
233,41,145,48,110,97,3
200,41,142,54,110,60,3
184,55,149,66,88,75,3
184,41,149,49,110,75,3
233,46,142,53,88,75,3
61,19,28,22,40,30,3
51,14,30,18,52,24,3
61,14,32,19,32,24,3
54,14,32,19,52,39,2
54,16,32,20,32,39,2
51,16,32,20,52,30,1
51,19,30,25,40,24,3
51,16,28,21,40,39,2
54,19,32,31,40,39,1
116,31,39,38,80,45,3
87,23,42,29,104,36,2
116,23,46,31,64,36,2
97,23,46,31,104,58,1
97,26,46,32,64,58,2
87,26,46,32,104,45,3
87,31,42,40,80,36,3
87,26,39,34,80,58,1
97,31,46,46,80,58,1
192,60,112,72,182,75,2
174,60,106,70,182,97,2
228,60,120,82,182,60,3
174,50,112,72,112,60,3
228,45,112,56,140,97,2
192,45,106,66,140,60,2
174,60,120,82,112,75,3
174,45,120,58,140,75,2
228,50,106,64,112,75,3
120,38,90,42,100,55,3
95,29,92,32,130,44,1
120,29,94,32,80,44,3
103,29,94,32,130,71,1
103,32,94,35,80,71,1
95,32,94,35,130,55,3
95,38,92,42,100,44,3
95,32,90,36,100,71,2
103,38,94,46,100,71,1
104,31,51,38,91,40,2
95,31,48,35,91,52,2
123,31,55,43,91,32,2
95,26,51,38,56,32,2
123,23,51,26,70,52,2
104,23,48,34,70,32,2
95,31,55,43,56,40,2
95,23,55,28,70,40,2
123,26,48,32,56,40,2
322,62,226,66,160,92,3
322,62,222,72,208,149,3
322,56,219,66,208,115,3
249,56,219,66,128,149,3
273,62,219,66,208,92,3
273,56,222,62,128,115,3
273,74,219,74,128,92,3
322,74,222,78,128,149,3
273,62,222,72,160,115,3
247,60,151,64,160,85,2
185,45,154,52,208,68,2
247,45,158,53,128,68,3
206,45,158,53,208,110,2
206,50,158,54,128,110,2
185,50,158,54,208,85,2
185,60,154,66,160,68,3
185,50,151,57,160,110,2
206,60,158,72,160,110,2
220,50,110,58,150,60,2
220,50,102,72,195,97,3
220,45,96,66,195,75,2
167,45,96,66,120,97,3
185,50,96,64,195,60,2
185,45,102,54,120,75,3
185,60,96,66,120,60,3
220,60,102,72,120,97,3
185,50,102,72,150,75,3
332,77,185,80,190,120,3
264,58,191,64,247,96,2
332,58,199,66,152,96,3
287,58,199,66,247,156,2
287,64,199,70,152,156,3
264,64,199,70,247,120,2
264,77,191,82,190,96,3
264,64,185,72,190,156,2
287,77,199,97,190,156,3
179,54,109,54,130,80,3
137,40,112,46,169,64,3
179,40,116,48,104,64,3
151,40,116,48,169,104,2
151,45,116,49,104,104,2
137,45,116,49,169,80,2
137,54,112,57,130,64,3
137,45,109,50,130,104,2
151,54,116,64,130,104,1
205,67,97,74,208,110,2
184,67,91,72,208,143,2
246,67,105,88,208,88,2
184,56,97,78,128,88,2
246,50,97,58,160,143,2
205,50,91,70,160,88,2
184,67,105,88,128,110,2
184,50,105,62,160,110,2
246,56,91,66,128,110,2
137,36,67,40,100,56,2
137,36,63,46,130,91,2
137,32,60,43,130,70,1
108,32,60,43,80,91,1
118,36,60,42,130,56,2
118,32,63,36,80,70,2
118,43,60,45,80,56,2
137,43,63,46,80,91,2
118,36,63,46,100,70,1
125,48,49,53,143,75,3
114,48,44,50,143,97,1
146,48,55,62,143,60,3
114,40,49,53,88,60,3
146,36,49,42,110,97,3
125,36,44,50,110,60,3
114,48,55,62,88,75,3
114,36,55,43,110,75,3
146,40,44,46,88,75,3
137,31,97,34,70,45,2
116,23,99,26,91,36,1
137,23,101,26,56,36,3
123,23,101,26,91,58,1
123,26,101,28,56,58,2
116,26,101,28,91,45,1
116,31,99,36,70,36,3
116,26,97,31,70,58,2
123,31,101,40,70,58,1
368,74,164,86,270,120,3
368,74,150,108,351,195,2
368,67,139,99,351,150,2
278,67,139,99,216,195,3
308,74,139,91,351,120,2
308,67,150,80,216,150,3
308,89,139,99,216,120,3
368,89,150,108,216,195,3
308,74,150,108,270,150,2
236,74,63,78,210,110,2
182,56,71,64,273,88,2
236,56,81,66,168,88,3
200,56,81,66,273,143,2
200,62,81,70,168,143,2
182,62,81,70,273,110,2
182,74,71,82,210,88,2
182,62,63,72,210,143,2
200,74,81,99,210,143,1
202,58,147,58,169,100,3
185,58,144,57,169,130,3
237,58,151,64,169,80,3
185,48,147,56,104,80,3
237,43,147,48,130,130,3
202,43,144,52,130,80,3
185,58,151,64,104,100,3
185,43,151,49,130,100,3
237,48,144,52,104,100,3
200,74,71,82,247,105,2
182,74,63,78,247,136,2
236,74,81,99,247,84,2
182,62,71,86,152,84,2
236,56,71,64,190,136,2
200,56,63,78,190,84,2
182,74,81,99,152,105,2
182,56,81,66,190,105,2
236,62,63,72,152,105,2
106,35,41,42,90,48,3
106,35,37,49,117,78,3
106,31,34,46,117,60,3
85,31,34,46,72,78,3
92,35,34,43,117,48,3
92,31,37,38,72,60,3
92,42,34,46,72,48,3
106,42,37,49,72,78,3
92,35,37,49,90,60,3
103,25,38,29,70,32,3
103,25,34,38,91,52,3
103,22,31,34,91,40,3
82,22,31,34,56,52,3
89,25,31,32,91,32,3
89,22,34,26,56,40,3
89,30,31,34,56,32,3
103,30,34,38,56,52,3
89,25,34,38,70,40,3
285,64,139,72,280,136,2
285,64,131,86,364,221,1
285,58,125,78,364,170,2
216,58,125,78,224,221,2
239,64,125,74,364,136,2
239,58,131,66,224,170,2
239,77,125,82,224,136,2
285,77,131,86,224,221,2
239,64,131,86,280,170,1
222,50,156,54,140,72,2
222,50,152,64,182,117,2
222,45,149,58,182,90,2
181,45,149,58,112,117,2
195,50,149,57,182,72,2
195,45,152,52,112,90,2
195,60,149,62,112,72,3
222,60,152,64,112,117,3
195,50,152,64,140,90,2
206,54,73,62,170,80,2
206,54,65,74,221,130,2
206,49,59,70,221,100,2
157,49,59,70,136,130,2
173,54,59,64,221,80,2
173,49,65,57,136,100,2
173,65,59,70,136,80,2
206,65,65,74,136,130,2
173,54,65,74,170,100,2
352,84,120,88,220,125,2
266,63,129,72,286,100,2
352,63,141,74,176,100,2
295,63,141,74,286,162,2
295,70,141,78,176,162,2
266,70,141,78,286,125,2
266,84,129,94,220,100,2
266,70,120,82,220,162,2
295,84,141,110,220,162,2
234,50,141,50,120,80,2
181,38,144,42,156,64,2
234,38,148,43,96,64,3
199,38,148,43,156,104,2
199,42,148,45,96,104,2
181,42,148,45,156,80,2
181,50,144,52,120,64,3
181,42,141,46,120,104,2
199,50,148,56,120,104,2
242,79,113,91,325,145,2
219,79,105,86,325,188,2
288,79,123,108,325,116,3
219,66,113,91,200,116,3
288,59,113,70,250,188,2
242,59,105,82,250,116,2
219,79,123,108,200,145,3
219,59,123,72,250,145,2
288,66,105,80,200,145,2
250,55,157,57,120,70,2
193,41,160,48,156,56,1
250,41,164,49,96,56,2
212,41,164,49,156,91,2
212,46,164,50,96,91,2
193,46,164,50,156,70,2
193,55,160,62,120,56,3
193,46,157,53,120,91,2
212,55,164,66,120,91,2
336,72,109,82,270,152,2
336,72,95,105,351,247,2
336,65,84,97,351,190,2
257,65,84,97,216,247,2
283,72,84,88,351,152,2
283,65,95,78,216,190,2
283,86,84,97,216,152,2
336,86,95,102,216,247,2
283,72,95,105,270,190,2
248,74,71,80,200,135,2
188,56,79,64,260,108,2
248,56,89,70,160,108,2
208,56,89,70,260,175,2
208,62,89,70,160,175,2
188,62,89,70,260,135,2
188,74,79,86,200,108,2
188,62,71,74,200,175,2
208,74,89,99,200,175,2
169,55,120,62,169,70,2
153,55,117,57,169,91,2
201,55,124,66,169,56,3
153,46,120,58,104,56,3
201,41,120,48,130,91,2
169,41,117,54,130,56,2
153,55,124,66,104,70,2
153,41,124,49,130,70,2
201,46,117,53,104,70,2
190,38,120,49,110,52,3
190,38,116,57,143,84,2
190,34,113,53,143,65,2
142,34,113,53,88,84,3
158,38,113,52,143,52,2
158,34,116,46,88,65,2
158,46,113,56,88,52,3
190,46,116,58,88,84,2
158,38,116,57,110,65,1
282,66,118,74,210,120,3
282,66,108,91,273,195,2
282,59,100,82,273,150,2
214,59,100,82,168,195,3
237,66,100,78,273,120,2
237,59,108,70,168,150,3
237,79,100,86,168,120,3
282,79,108,88,168,195,3
237,66,108,91,210,150,2
89,30,34,38,91,45,3
82,30,31,34,91,58,3
103,30,38,43,91,36,3
82,25,34,38,56,36,3
103,22,34,26,70,58,3
89,22,31,34,70,36,3
82,30,38,43,56,45,3
82,22,38,28,70,45,3
103,25,31,32,56,45,3
125,48,49,53,143,85,2
114,48,44,50,143,110,2
146,48,55,62,143,68,2
114,40,49,53,88,68,2
146,36,49,42,110,110,2
125,36,44,50,110,68,2
114,48,55,62,88,85,2
114,36,55,43,110,85,2
146,40,44,46,88,85,2
302,64,175,66,170,115,3
233,48,180,53,221,92,2
302,48,186,56,136,92,3
256,48,186,56,221,149,2
256,53,186,57,136,149,3
233,53,186,57,221,115,2
233,64,180,70,170,92,3
233,53,175,62,170,149,2
256,64,186,78,170,149,3
294,79,110,86,240,145,3
223,59,118,70,312,116,2
294,59,128,72,192,116,3
247,59,128,72,312,188,2
247,66,128,74,192,188,3
223,66,128,74,312,145,2
223,79,118,91,240,116,3
223,66,110,80,240,188,2
247,79,128,108,240,188,3
266,86,158,97,351,150,3
242,86,152,91,351,195,2
314,86,166,108,351,120,3
242,72,158,94,216,120,3
314,65,158,74,270,195,2
266,65,152,86,270,120,1
242,86,166,108,216,150,3
242,65,166,78,270,150,2
314,72,152,82,216,150,2
135,42,77,46,140,52,2
135,42,73,54,182,84,2
135,38,70,50,182,65,2
106,38,70,50,112,84,2
116,42,70,48,182,52,2
116,38,73,43,112,65,2
116,50,70,52,112,52,2
135,50,73,54,112,84,2
116,42,73,54,140,65,2
238,49,174,53,140,64,2
238,49,170,62,182,104,2
238,44,167,57,182,80,2
195,44,167,57,112,104,2
209,49,167,54,182,64,2
209,44,170,49,112,80,2
209,59,167,62,112,64,3
238,59,170,64,112,104,3
209,49,170,62,140,80,2
140,48,59,49,100,65,2
105,36,62,42,130,52,2
140,36,66,43,80,52,3
117,36,66,43,130,84,2
117,40,66,45,80,84,2
105,40,66,45,130,65,1
105,48,62,52,100,52,3
105,40,59,46,100,84,2
117,48,66,58,100,84,1
206,46,128,50,120,52,2
206,46,124,57,156,84,1
206,41,121,53,156,65,1
161,41,121,53,96,84,1
176,46,121,52,156,52,2
176,41,124,46,96,65,3
176,55,121,56,96,52,3
206,55,124,58,96,84,2
176,46,124,57,120,65,1
200,74,71,82,273,145,2
182,74,63,78,273,188,2
236,74,81,99,273,116,2
182,62,71,86,168,116,3
236,56,71,64,210,188,2
200,56,63,78,210,116,2
182,74,81,99,168,145,2
182,56,81,66,210,145,2
236,62,63,72,168,145,2
401,64,244,70,190,100,2
401,64,236,82,247,162,2
401,58,230,78,247,125,2
315,58,230,78,152,162,3
344,64,230,74,247,100,2
344,58,236,66,152,125,3
344,77,230,80,152,100,3
401,77,236,86,152,162,3
344,64,236,82,190,125,2
219,48,195,48,143,70,2
206,48,193,46,143,91,2
245,48,197,52,143,56,3
206,40,195,45,88,56,3
245,36,195,38,110,91,2
219,36,193,42,110,56,3
206,48,197,52,88,70,3
206,36,197,40,110,70,3
245,40,193,43,88,70,2
138,52,83,56,143,80,3
124,52,80,53,143,104,3
166,52,87,64,143,64,3
124,43,83,54,88,64,3
166,39,83,45,110,104,2
138,39,80,52,110,64,3
124,52,87,64,88,80,3
124,39,87,46,110,80,3
166,43,80,49,88,80,3
287,79,232,82,234,105,2
258,79,229,80,234,136,2
344,79,236,91,234,84,2
258,66,232,78,144,84,3
344,59,232,66,180,136,2
287,59,229,72,180,84,3
258,79,236,91,144,105,3
258,59,236,66,180,105,1
344,66,229,72,144,105,3
214,62,101,70,182,85,1
194,62,95,66,182,110,1
255,62,109,80,182,68,3
194,52,101,70,112,68,3
255,47,101,53,140,110,1
214,47,95,66,140,68,1
194,62,109,80,112,85,1
194,47,109,56,140,85,1
255,52,95,62,112,85,1
144,50,89,54,143,70,2
130,50,86,52,143,91,2
172,50,93,62,143,56,3
130,42,89,53,88,56,2
172,38,89,43,110,91,2
144,38,86,50,110,56,2
130,50,93,62,88,70,2
130,38,93,45,110,70,2
172,42,86,48,88,70,2
139,36,69,40,100,44,2
139,36,65,46,130,71,2
139,32,62,43,130,55,2
110,32,62,43,80,71,2
120,36,62,42,130,44,2
120,32,65,38,80,55,2
120,43,62,46,80,44,3
139,43,65,48,80,71,3
120,36,65,46,100,55,2
218,52,128,52,180,95,2
170,39,131,43,234,76,1
218,39,135,43,144,76,2
186,39,135,43,234,123,2
186,43,135,45,144,123,2
170,43,135,45,234,95,2
170,52,131,53,180,76,2
170,43,128,46,180,123,2
186,52,135,57,180,123,2
193,62,50,66,170,130,2
150,47,56,53,221,104,2
193,47,64,57,136,104,3
164,47,64,57,221,169,2
164,52,64,57,136,169,2
150,52,64,57,221,130,2
150,62,56,70,170,104,2
150,52,50,62,170,169,2
164,62,64,82,170,169,2
374,77,209,80,180,130,3
298,58,215,64,234,104,2
374,58,223,66,144,104,3
323,58,223,66,234,169,2
323,64,223,70,144,169,3
298,64,223,70,234,130,2
298,77,215,82,180,104,3
298,64,209,72,180,169,2
323,77,223,94,180,169,3
182,43,101,48,90,40,3
182,43,97,56,117,65,2
182,39,94,52,117,50,3
137,39,94,52,72,65,3
152,43,94,49,117,40,3
152,39,97,45,72,50,3
152,52,94,53,72,40,3
182,52,97,56,72,65,3
152,43,97,56,90,50,3
206,59,120,62,140,95,2
157,44,123,49,182,76,2
206,44,127,50,112,76,3
173,44,127,50,182,123,2
173,49,127,53,112,123,3
157,49,127,53,182,95,2
157,59,123,64,140,76,2
157,49,120,54,140,123,2
173,59,127,70,140,123,2
154,42,79,46,90,44,3
154,42,75,53,117,71,3
154,38,72,50,117,55,3
118,38,72,50,72,71,3
130,42,72,48,117,44,3
130,38,75,43,72,55,3
130,50,72,52,72,44,3
154,50,75,53,72,71,3
130,42,75,53,90,55,3
302,84,139,86,210,135,3
229,63,145,70,273,108,3
302,63,153,72,168,108,3
253,63,153,72,273,175,3
253,70,153,74,168,175,3
229,70,153,74,273,135,3
229,84,145,91,210,108,3
229,70,139,78,210,175,3
253,84,153,102,210,175,3
207,54,152,56,156,80,2
192,54,149,54,156,104,2
236,54,156,62,156,64,3
192,45,152,53,96,64,3
236,40,152,45,120,104,2
207,40,149,50,120,64,3
192,54,156,62,96,80,3
192,40,156,46,120,80,2
236,45,149,49,96,80,3
292,77,71,82,220,130,2
224,58,80,66,286,104,2
292,58,92,72,176,104,3
247,58,92,72,286,169,2
247,64,92,72,176,169,3
224,64,92,72,286,130,2
224,77,80,88,220,104,2
224,64,71,78,220,169,2
247,77,92,105,220,169,2
200,74,71,82,273,145,1
182,74,63,78,273,188,2
236,74,81,99,273,116,1
182,62,71,86,168,116,1
236,56,71,64,210,188,2
200,56,63,78,210,116,2
182,74,81,99,168,145,1
182,56,81,66,210,145,2
236,62,63,72,168,145,2
103,25,38,29,70,32,3
103,25,34,38,91,52,2
103,22,31,34,91,40,2
82,22,31,34,56,52,2
89,25,31,32,91,32,3
89,22,34,26,56,40,2
89,30,31,34,56,32,2
103,30,34,38,56,52,1
89,25,34,38,70,40,2
106,42,34,46,90,60,2
85,31,37,38,117,48,2
106,31,41,40,72,48,2
92,31,41,40,117,78,2
92,35,41,42,72,78,2
85,35,41,42,117,60,2
85,42,37,49,90,48,2
85,35,34,43,90,78,2
92,42,41,56,90,78,2
419,74,234,82,240,120,3
419,74,224,99,312,195,2
419,67,216,91,312,150,2
320,67,216,91,192,195,3
353,74,216,88,312,120,2
353,67,224,78,192,150,3
353,89,216,97,192,120,3
419,89,224,102,192,195,3
353,74,224,99,240,150,3
141,48,61,50,130,80,2
108,36,64,42,169,64,2
141,36,68,45,104,64,3
119,36,68,45,169,104,1
119,40,68,45,104,104,2
108,40,68,45,169,80,2
108,48,64,53,130,64,3
108,40,61,48,130,104,2
119,48,68,62,130,104,1
106,84,34,91,80,50,3
85,63,37,76,104,40,2
106,63,41,80,64,40,3
92,63,41,80,104,65,2
92,70,41,83,64,65,3
85,70,41,83,104,50,3
85,84,37,98,80,40,3
85,70,34,86,80,65,2
92,84,41,111,80,65,3
236,148,63,156,210,150,2
182,111,71,128,273,120,2
236,111,81,132,168,120,3
200,111,81,132,273,195,2
200,123,81,139,168,195,2
182,123,81,139,273,150,2
182,148,71,165,210,120,3
182,123,63,144,210,195,2
200,148,81,198,210,195,2
146,80,55,90,110,52,2
146,80,49,106,143,84,2
146,72,44,99,143,65,2
114,72,44,99,88,84,3
125,80,44,91,143,52,2
125,72,49,83,88,65,3
125,96,44,99,88,52,2
146,96,49,106,88,84,3
125,80,49,106,110,65,3
120,76,90,83,90,55,3
95,57,92,63,117,44,1
120,57,94,65,72,44,3
103,57,94,65,117,71,1
103,63,94,70,72,71,3
95,63,94,70,117,55,1
95,76,92,83,90,44,3
95,63,90,71,90,71,3
103,76,94,91,90,71,3
120,76,49,86,90,40,2
120,76,45,103,117,65,3
120,68,42,95,117,50,2
90,68,42,95,72,65,1
100,76,42,91,117,40,3
100,68,45,80,72,50,3
100,91,42,98,72,40,2
120,91,45,103,72,65,2
100,76,45,103,90,50,3
188,133,80,149,208,105,2
170,133,74,144,208,136,2
224,133,88,172,208,84,2
170,111,80,149,128,84,3
224,100,80,114,160,136,2
188,100,74,139,160,84,2
170,133,88,172,128,105,3
170,100,88,123,160,105,2
224,111,74,132,128,105,2
54,40,30,50,52,30,3
51,40,28,45,52,39,2
61,40,32,62,52,24,3
51,33,30,52,32,24,3
61,30,30,37,40,39,2
54,30,28,45,40,24,3
51,40,32,62,32,30,3
51,30,32,38,40,30,3
61,33,28,42,32,30,3
200,148,71,165,273,115,3
182,148,63,156,273,149,1
236,148,81,198,273,92,3
182,123,71,172,168,92,3
236,111,71,128,210,149,2
200,111,63,156,210,92,1
182,148,81,198,168,115,3
182,111,81,132,210,115,2
236,123,63,144,168,115,2
197,137,89,156,273,110,2
177,137,83,149,273,143,2
236,137,97,182,273,88,3
177,114,89,156,168,88,3
236,103,89,123,210,143,2
197,103,83,144,210,88,3
177,137,97,182,168,110,3
177,103,97,128,210,110,2
236,114,83,139,168,110,2
392,158,222,165,190,105,3
305,119,228,132,247,84,3
392,119,236,139,152,84,3
334,119,236,139,247,136,3
334,132,236,144,152,136,3
305,132,236,144,247,105,3
305,158,228,172,190,84,3
305,132,222,149,190,136,3
334,158,236,198,190,136,3
227,114,93,128,180,96,2
227,114,85,156,234,156,2
227,103,79,144,234,120,2
176,103,79,144,144,156,2
193,114,79,139,234,96,2
193,103,85,123,144,120,2
193,137,79,149,144,96,2
227,137,85,156,144,156,2
193,114,85,156,180,120,2
295,124,174,128,170,100,3
235,93,179,106,221,80,3
295,93,185,108,136,80,3
255,93,185,108,221,130,3
255,103,185,114,136,130,3
235,103,185,114,221,100,3
235,124,179,132,170,80,3
235,103,174,116,170,130,3
255,124,185,149,170,130,3
157,96,55,99,110,70,3
125,72,60,83,143,56,3
157,72,66,90,88,56,3
136,72,66,90,143,91,2
136,80,66,90,88,91,3
125,80,66,90,143,70,3
125,96,60,106,110,56,3
125,80,55,95,110,91,3
136,96,66,123,110,91,3
106,43,43,52,60,32,3
106,43,39,68,78,52,2
106,39,36,62,78,40,2
85,39,36,62,48,52,3
92,43,36,57,78,32,3
92,39,39,48,48,40,2
92,52,36,62,48,32,3
106,52,39,65,48,52,3
92,43,39,68,60,40,3
371,179,119,194,250,165,2
292,134,130,156,325,132,2
371,134,144,165,200,132,3
318,134,144,165,325,214,2
318,149,144,165,200,214,2
